1.00000,4.00000,0.67754,2.66313,0.19815,0.68161,0.67754,2.66313,0.19815,0.68161,19.77878,1.90852,0.69354
2.00000,4.00000,0.69914,4.62823,0.39586,0.66966,0.68834,3.64568,0.29700,0.67564,28.78539,2.80739,0.71148
3.00000,4.00000,0.59760,4.11152,0.34377,0.67383,0.65809,3.80096,0.31259,0.67504,21.02500,2.03249,0.70014
4.00000,4.00000,0.66715,2.49204,0.18020,0.69000,0.66036,3.47373,0.27950,0.67878,19.35430,1.86615,0.69280
5.00000,4.00000,0.69601,4.88569,0.41905,0.69522,0.66749,3.75612,0.30741,0.68207,17.82181,1.71255,0.69631
6.00000,4.00000,0.69497,2.88921,0.21950,0.69424,0.67207,3.61164,0.29275,0.68410,29.37402,2.86871,0.68692
7.00000,4.00000,0.74084,3.40087,0.27089,0.69193,0.68189,3.58153,0.28963,0.68521,16.26005,1.55701,0.69000
8.00000,4.00000,0.69276,1.63519,0.09412,0.69400,0.68325,3.33824,0.26519,0.68631,25.64415,2.49526,0.69156
9.00000,4.00000,0.67904,3.01734,0.23256,0.69175,0.68278,3.30258,0.26157,0.68692,27.78893,2.70978,0.69117
10.00000,4.00000,0.69314,2.54056,0.18492,0.69131,0.68382,3.22638,0.25390,0.68736,21.99323,2.13022,0.69100
11.00000,4.00000,0.69318,3.22186,0.25298,0.69203,0.68467,3.22597,0.25382,0.68778,16.40632,1.57142,0.69213
12.00000,4.00000,0.69336,2.07278,0.13750,0.69773,0.68539,3.12987,0.24413,0.68861,26.36767,2.56726,0.69509
13.00000,4.00000,0.69444,2.74570,0.20522,0.69347,0.68609,3.10032,0.24113,0.68899,25.53450,2.48412,0.69330
14.00000,4.00000,0.69358,1.79143,0.10987,0.69269,0.68663,3.00683,0.23176,0.68925,30.82650,3.01338,0.69269
15.00000,4.00000,0.69423,2.73292,0.20400,0.69290,0.68713,2.98857,0.22991,0.68949,25.38909,2.46963,0.69276
