1.00000,101.00000,0.69195,2.01398,0.13232,0.69076,0.69195,2.01398,0.13232,0.69076,15.96445,1.52732,0.69122
2.00000,101.00000,0.68318,2.24824,0.15555,0.69274,0.68756,2.13111,0.14394,0.69175,18.57035,1.78757,0.69461
3.00000,101.00000,0.68582,3.47641,0.27835,0.69288,0.68698,2.57955,0.18874,0.69212,17.62777,1.69360,0.69174
4.00000,101.00000,0.69352,3.18075,0.24880,0.69271,0.68862,2.72985,0.20376,0.69227,18.40262,1.77101,0.69255
5.00000,101.00000,0.69362,2.55519,0.18625,0.69272,0.68962,2.69492,0.20026,0.69236,13.51488,1.28222,0.69272
6.00000,101.00000,0.69353,3.00473,0.23120,0.69272,0.69027,2.74655,0.20541,0.69242,17.14016,1.64475,0.69262
7.00000,101.00000,0.69322,2.53572,0.18434,0.69229,0.69069,2.71643,0.20240,0.69240,15.85201,1.51596,0.69246
8.00000,101.00000,0.69271,2.42589,0.17332,0.69270,0.69094,2.68011,0.19877,0.69244,16.06160,1.53689,0.69273
9.00000,101.00000,0.69360,2.41469,0.17220,0.69270,0.69124,2.65062,0.19582,0.69247,17.64406,1.69514,0.69270
10.00000,101.00000,0.69355,2.60102,0.19083,0.69271,0.69147,2.64566,0.19532,0.69249,15.07714,1.43844,0.69271
11.00000,101.00000,0.69360,2.10375,0.14110,0.69270,0.69166,2.59640,0.19039,0.69251,15.32497,1.46323,0.69270
12.00000,101.00000,0.69359,3.21934,0.25266,0.69270,0.69182,2.64831,0.19558,0.69253,19.82771,1.91350,0.69269
13.00000,101.00000,0.69359,2.71523,0.20225,0.69270,0.69196,2.65346,0.19609,0.69254,12.83438,1.21417,0.69263
14.00000,101.00000,0.69359,2.56013,0.18674,0.69270,0.69208,2.64679,0.19542,0.69255,13.34594,1.26533,0.69268
15.00000,101.00000,0.69359,2.64520,0.19525,0.69270,0.69218,2.64668,0.19541,0.69256,16.92834,1.62356,0.69270
16.00000,101.00000,0.69360,2.10225,0.14095,0.69271,0.69227,2.61266,0.19201,0.69257,17.43286,1.67402,0.69270
17.00000,101.00000,0.69359,2.48962,0.17969,0.69270,0.69234,2.60542,0.19128,0.69258,14.15323,1.34605,0.69270
18.00000,101.00000,0.69359,2.79445,0.21018,0.69270,0.69241,2.61592,0.19233,0.69258,13.50856,1.28159,0.69270
19.00000,101.00000,0.69359,1.91569,0.12230,0.69270,0.69248,2.57907,0.18865,0.69259,15.61320,1.49205,0.69270
20.00000,101.00000,0.69359,1.78886,0.10962,0.69270,0.69253,2.53956,0.18470,0.69260,19.19651,1.85038,0.69270
21.00000,101.00000,0.69359,2.16364,0.14709,0.69270,0.69258,2.52166,0.18291,0.69260,17.74286,1.70502,0.69270
22.00000,101.00000,0.69359,1.89900,0.12063,0.69270,0.69263,2.49335,0.18007,0.69261,17.11854,1.64258,0.69270
23.00000,101.00000,0.69359,3.60677,0.29141,0.69270,0.69267,2.54176,0.18492,0.69261,15.65554,1.49628,0.69270
24.00000,101.00000,0.69359,2.06303,0.13703,0.69270,0.69271,2.52182,0.18292,0.69261,11.03294,1.03402,0.69270
25.00000,101.00000,0.69359,1.83782,0.11451,0.69270,0.69274,2.49446,0.18018,0.69262,17.42551,1.67328,0.69270
26.00000,101.00000,0.69359,1.74319,0.10505,0.69269,0.69278,2.46556,0.17729,0.69262,12.78887,1.20962,0.69270
27.00000,101.00000,0.69359,2.33983,0.16471,0.69270,0.69281,2.46091,0.17683,0.69262,13.85455,1.31619,0.69270
28.00000,101.00000,0.69359,1.89538,0.12027,0.69270,0.69283,2.44071,0.17481,0.69263,16.67300,1.59803,0.69270
29.00000,101.00000,0.69359,1.96368,0.12710,0.69270,0.69286,2.42426,0.17316,0.69263,17.76620,1.70735,0.69270
30.00000,101.00000,0.69359,2.32412,0.16314,0.69270,0.69289,2.42092,0.17283,0.69263,12.20013,1.15074,0.69270
